,Feature Name,Importance,Delta,FR_Decrementing,FR_Incrementing,FRD_abs,FRI_abs,FRD_MAD,FRI_MAD
96,insightsRiskFeatures__monthlyPaymentVariance__avgStdMonthlyExpenseStreams,0.004049911104899139,579.3825986345165,-0.0006345660622578198,0.00260850429156752,0.0008758903151304661,0.0029041965815479387,0.0,0.0
63,insightsRiskFeatures__balances__minBalance6M,0.0041045066890111614,53290.877830631376,0.0023888408977384883,-0.0039123788240817735,0.0026388529919979236,0.0039123788240817735,0.0,0.0043744063947731004
74,insightsRiskFeatures__transactionStats__sumOutAmounts12M,0.004157540314534372,288398.64488319616,-0.0003373845066730095,0.0009098263312916614,0.0003373845066730095,0.0009098263312916614,0.0,0.0
71,insightsRiskFeatures__transactionStats__sumOutAmounts3M,0.004176059267233238,149041.67232976644,0.00023791831475864118,-0.0006307270679306128,0.00023791831475864118,0.0006307270679306128,0.0,0.0
23,insightsRiskFeatures__cashFlow__positiveNegativeRatio6M,0.00422943034429466,0.22048399775236222,-0.0014675709864545574,2.629326530742481e-05,0.0014675709864545574,0.000951577840643021,0.0,0.0
39,insightsRiskFeatures__overdrafts__numDaysInOverdraft3M,0.004256608688303217,7.026515800873869,-0.0002576732754123045,0.0006500510859758268,0.0002576732754123045,0.0006500510859758268,0.0,0.0
4,first7d_new_cat__mac__[ICA Supermarket]_outgoing_count,0.004480466774856288,0.4959908790751561,0.0,0.0,0.0,0.0,0.0,0.0
50,insightsRiskFeatures__spendingDistribution__trend(50 to 100),0.004677168894728146,0.5234315114022403,-0.00014101601688613254,8.767418119935859e-05,0.00014101601688613254,8.767418119935859e-05,0.0,0.0
40,insightsRiskFeatures__overdrafts__numDaysInOverdraft6M,0.004742271707097349,14.015238436076446,-0.0005836824685751667,0.0002662836032176377,0.0005836824685751667,0.0002662836032176377,0.0,0.0
99,brand_name=Meddelandelån-ST,0.0047453971756693395,,,,,,,
79,insightsRiskFeatures__transactionStats__numOutTrns1M,0.004790643196877432,45.96995458238006,0.0004546268312446887,3.0544237425870005e-05,0.0007164785435883344,6.252560854296738e-05,0.0,0.0
34,insightsRiskFeatures__accountActivity__activityOutTotal,0.004864052963721051,0.06593018582495869,-4.346868302142957e-05,0.0003116091480868524,4.346868302142957e-05,0.0003116091480868524,0.0,0.0
33,insightsRiskFeatures__accountActivity__daysSinceFirstTrn,0.004868401975690351,6.219758447855573,0.00462677412427099,-0.0007635473496807948,0.00462677412427099,0.0007635473496807948,0.005007635659679516,0.0
42,insightsRiskFeatures__lowBalances__daysBalanceBelow70_6M,0.004879147999330229,13.012802235498496,-0.0001512404055644075,0.0004176717887027784,0.0001512404055644075,0.0004176717887027784,0.0,0.0
87,insightsRiskFeatures__gamblingVsIncome__gamblingIncomeRatio1M,0.005077524921718925,0.1078128159118734,-0.00010008941453325685,0.0011261781475146726,0.00010008941453325685,0.0011900693441679049,0.0,0.0
32,insightsRiskFeatures__accountActivity__daysOfTrns,0.005085858030766427,12.394045163250924,0.001780173443834512,-0.00012949552262649133,0.0030390450831500678,0.0013882833852168549,0.0,0.0
2,first7d_new_cat__mac__[Tempo]_outgoing_sum,0.005110618980808729,22.91799189799104,-3.2463143732956718e-06,-0.00038364118240681984,3.2463143732956718e-06,0.00038364118240681984,0.0,0.0
28,insightsRiskFeatures__accountActivity__trnsPerDay,0.005182719435718119,1.6862789176214037,-0.0012630454389876463,0.00043105402514418355,0.0012739941616969426,0.00043105402514418355,0.0,0.0
72,insightsRiskFeatures__transactionStats__maxIncAmount1W,0.005272195217268273,11918.432285867299,-0.0008910828048260143,0.0001133792834462541,0.0011997738770269206,0.0033363957870195292,0.0,0.0
14,first90d_new_cat__mac__[Netto]_outgoing_count,0.005441448897108096,2.3276047945129505,8.776536388610464e-06,2.2263177260424844e-05,8.776536388610464e-06,3.2849319495749976e-05,0.0,0.0
53,insightsRiskFeatures__spendingDistribution__lastMonthSum(-50 to 0),0.005482550012155654,180.71546719092214,0.00027046066465902523,-0.0001818232813740969,0.00029273330526528385,0.00019951889759903002,0.0,0.0
29,insightsRiskFeatures__accountActivity__daysSinceLastTrn,0.005516546650873156,1.37068639894501,0.009971554135947216,2.2833571116532204e-06,0.010347754073403789,0.0006394189627140668,0.0,0.0
84,insightsRiskFeatures__transactionStats__meanIncAmountTotal,0.0055180596684136045,2953.4199763262136,-0.00018287709835029055,0.00028748741825901857,0.00018287709835029055,0.00028748741825901857,0.0,0.0
97,insightsRiskFeatures__monthlyPaymentVariance__avgStdTiming,0.00552243164328546,0.06835008448750986,-0.0003509698196288258,0.000749480583530486,0.0003509698196288258,0.000749480583530486,0.0,0.0
24,insightsRiskFeatures__accountActivity__activityIncTotal,0.005608531060100507,0.08222470190037427,0.0007940700847253651,-0.0010682937674808973,0.0007940700847253651,0.0010682937674808973,0.0,0.0
77,insightsRiskFeatures__transactionStats__meanOutAmount1W,0.0056883099652750135,1991.917225128927,-0.0028450421584669703,0.0007344164516146622,0.0028450421584669703,0.0007344164516146622,0.0,0.0
13,first90d_new_cat__mac__[LIDL]_outgoing_count,0.006005753067096978,2.5043656972758304,3.0319477500331604e-06,0.0008345863357533285,0.0003048323689952181,0.0012040763636869689,0.0,0.0
38,insightsRiskFeatures__collections__sumCollections1M,0.00613470409029958,1531.6076744309999,-5.0753754391669765e-05,-0.0006678480781617976,0.00043295472858935317,0.003386616775348943,0.0,0.0
41,insightsRiskFeatures__lowBalances__daysBalanceBelow70_3M,0.006197000619225412,6.79857140976931,0.0004874356982947657,-0.00028290196389198983,0.0013034586853932174,0.0022580697229227596,0.0,0.0
47,insightsRiskFeatures__loans__sumRepayments6M,0.006387213368698365,25290.96266641377,0.002469216774562328,-0.0036731568753094143,0.0027748508144932013,0.0036731568753094143,0.0,0.0
10,first90d_new_cat__mac__[McDonalds]_outgoing_sum,0.006392223726016021,197.8123849341617,-0.0032947134803707418,0.00042651531439602216,0.0032947134803707418,0.00042651531439602216,0.0,0.0
61,insightsRiskFeatures__balances__maxBalance3M,0.006534216397356809,41406.95906549542,0.005122487557056094,0.0017705063097366873,0.008144895025541929,0.001815531785621088,0.0,0.0
8,first90d_new_cat__mac__[EnforcementAgency]_outgoing_sum,0.006565456196506345,780.6505591165569,0.02269945793305378,-0.00016811236381208332,0.02269945793305378,0.00016811236381208332,0.019063068203988037,0.0
92,insightsRiskFeatures__atmWithdrawals__atmExpensesRatio6M,0.0066459675315535495,0.03691549674256214,-0.000737498358330769,0.001651033844033633,0.0007529214177861624,0.0017541093047223194,0.0,0.0
16,first180d_new_cat__mac__[ICA Supermarket]_outgoing_sum,0.00685471273625763,2019.4436500176262,-0.002257007872861702,0.0010671840418810625,0.0029072499661743365,0.0014559759013578959,0.0,0.0
30,insightsRiskFeatures__accountActivity__activityOut3M,0.007645121931637696,0.07549176014549953,0.002261168016549901,-0.001073090932109309,0.0024835522985043774,0.00110193704935334,0.0,0.0
17,first180d_new_cat__mac__[Östenssons]_outgoing_sum,0.007907190558108887,219.2718248597395,0.0,0.0,0.0,0.0,0.0,0.0
26,insightsRiskFeatures__accountActivity__activity3M,0.008125674332797487,0.07361847174951634,0.0005982079067784304,-6.510823936182894e-05,0.0012403899805966075,0.0011396692548858458,0.0,0.0
58,insightsRiskFeatures__balances__stdBalance3M,0.008521126006391851,11964.248485218332,-0.00027313484643683584,0.00040126895293479496,0.00027313484643683584,0.00040126895293479496,0.0,0.0
91,insightsRiskFeatures__atmWithdrawals__sumAtmWithdrawals6M,0.008668671667596285,10765.049327301347,-0.000362442404159988,0.000733791545287455,0.00047789593214947907,0.000960567574298645,0.0,0.0
15,first90d_new_cat__nk__[loan turnover]_outgoing_count,0.008703436994868462,0.335266461686283,0.0,0.0,0.0,0.0,0.0,0.0
21,insightsRiskFeatures__incomeTrends__avgRollingTrend,0.00892026215793441,0.4641210451711318,-0.0014053383616426138,0.003590067331620462,0.001441327447229533,0.0037023601135332527,0.0,0.0
89,insightsRiskFeatures__gamblingVsIncome__gamblingIncomeRatio6M,0.008937982158357869,0.04422552642755041,-0.0004081008968758274,0.00025610629806441964,0.0004081008968758274,0.00025610629806441964,0.0,0.0
